scene_number,location,description,cast_id,costume_notes,hair_makeup,prosthetics,key_props,props,set_dressing,extras,picture_vechiles,production,special_professionals,sfx,vfx,special_equipments,notes,timeofday,int_ext
97A,ICB HEADQUARTERS,"INT. ICB HEADQUARTERS - DAY
97A
Officials sit discussing the team.
Blue Rev. (mm/dd/yy)
124.
FOR AD TEAM
125.
RAJDEEP
Do you have a player in mind?
OFFICIAL (RAJDEEP ASST)
Yes, I have a player in my mind. 
His name is Laxman, Hyderabad se 
hai. Iss season mein 3 centuries 
banayi hain usne. 
RAJDEEP
Achha? 3 centuries? That’s good.
OFFICIAL (RAJDEEP ASST)
Ji! His stroke play is 
exceptionally classic! 
Official 1 makes a call to someone (Sanjay Sahu)
RAJDEEP
Haan Sanjay, any updates?
",[],[],[],,,,,,,,,,,,,DAY,INT
97B,MOHALI STADIUM / STANDS,"EXT. MOHALI STADIUM / STANDS - DAY
97B
Sanjay Sahu uses a cordless phone. Some match, out of focus, 
is being played in the background.
SANJAY SAHU
Karnataka is unstoppable this time. 
FOR CORE TEAM
They have an exceptional pace 
attack. Also, Sir, Punjab ka ek 
player hai, uske baare mein sochna 
chahiye.
RAJDEEP
Naam kya hai? 
SANJAY SAHU
Sir Arjun Talwar, Right hand 
batsman Punjab.
",['arjun'],['arjun'],['arjun'],,,,,,,,,,,,,DAY,EXT
98,ARJUN HOUSE,"EXT. ARJUN HOUSE - DAY
98
Kittu is playing cricket outside in the street with a few 
other boys. Kittu is fielding and the Boy who is bowling says
BOY 1
Ball pakad oye! 
BOY 2
Arey kittu, aaj phir tere papa ki 
news paper mein aayi! 
125.
FOR AD TEAM
126.
KITTU
Haan toh, tu ja fielding kar na
Kittu turns back and smiles to himself.
","['kittu', 'arjun']","['kittu', 'arjun']","['kittu', 'arjun']",,,,,,,,,,,,,DAY,EXT
99,PALAM DELHI/ PCB TEAM ROOM,"INT. PALAM DELHI/ PCB TEAM ROOM - DAY
99
(Script location : Airforce station ground, Palam 
Real location : New Chandigarh Stadium)
Bali puts the tally of the zonal Matches on the board; Team 
Punjab is topping the charts. 
Bali sir distributes laddoos to the players. Everyone in the 
room including Arjun seems happy & they celebrate. 
","['arjun', 'bali']","['arjun', 'bali']","['arjun', 'bali']",,,,,,,,,,,,,DAY,INT
100,TEAM BUS,"INT. TEAM BUS - DAY
100
The team is traveling from Delhi to Chandigarh in the team 
bus. There is hit Punjabi number playing on a boombox; Gagan 
and Raunaq are dancing to it. Everyone is laughing at them. 
Bali sir seems to be enjoying himself too. Arjun is looking 
outside the window with a smile on his face.
","['arjun', 'bali']","['arjun', 'bali']","['arjun', 'bali']",,,,,,,,,,,,,DAY,INT
101,ARJUN HOUSE,"EXT. ARJUN HOUSE - DAY
101
- Arjun comes home with his cricket kit in an auto.
- Kittu is playing a game with his friend, hears the gate 
sound and looks to see his father.
- Kittu runs outside the house shouting “papa” and hugs 
Arjun. 
- Arjun picks him up and carries him inside. 
","['kittu', 'arjun']","['kittu', 'arjun']","['kittu', 'arjun']",,,,,,,,,,,,,DAY,EXT
102,ARJUN HOUSE,"INT. ARJUN HOUSE - DAY
102
Arjun is repairing the leaking roof, Kittu standing next to 
him on a stool with plaster of paris. Just then Vidhya comes 
into the room with some clothes and watches, Arjun and Kittu 
playing happily with water. 
","['vidhya', 'kittu', 'arjun']","['vidhya', 'kittu', 'arjun']","['vidhya', 'kittu', 'arjun']",,,,,,,,,,,,,DAY,INT
103,PCA / GROUND / STANDS,"EXT. PCA / GROUND / STANDS - DAY
103
Arjun walks out of the team dressing room, he notices that 
Jasleen & Viru are in a heated conversation in the stands. 
126.
FOR AD TEAM
(MORE)
127.
VIRU
Samjh na yaar, nahin chal sakta 
main dinner pe
JASLEEN
Viru, kitte din ho gaye yaar, ek 
ghante ki toh baat hai 
VIRU
Jasleen samajhti kyun nahin tu? 
Nahin hai mere kol time, Ok? 
JASLEEN
Tu hamesha aise hi karta hai. 
VIRU
Bekaar ki baat mat kar. tujhe hua 
kya hai?
JASLEEN
Dinner ke liye hi toh bol rahi hun 
yaar, kyun itna gussa kar raha hai?  
VIRU
Rehne de, tu chhor, mood kharab 
ditta saara
He walks off. 
","['jasleen', 'arjun', 'viru']","['jasleen', 'arjun', 'viru']","['jasleen', 'arjun', 'viru']",,,,,,,,,,,,,DAY,EXT
104,PCA / GROUND / STANDS,"EXT. PCA / GROUND / STANDS - DAY
104
Arjun sits next to Jasleen. 
ARJUN
Tumhari koi ghalti nahin hai, uss 
hi ki hai. 
Jasleen looks teary-eyed.
ARJUN (CONT'D)
Phir bhi, Saath reh ke ladna uss 
se. Door na jaayin. Apnon ke bina 
mushkilein zyada mushkil lagti hain 
Jasleen.
She hears intently. 
ARJUN (CONT'D)
Vidhya aur main jitna bhi lad lein, 
usne hamesha saath diya mera. Saari 
zimmedaari leti hai, akele ghar 
chalaati hai... 
(MORE)
127.
FOR AD TEAM
ARJUN (CONT'D)
128.
kittu ko sambhaalti hai... tabhi 
ajj aise khel pa raha hoon main
Jasleen looks pensive. 
ARJUN (CONT'D)
Jasleen... Viru ko sabse zyada 
tumhaare support ki zaroorat hai.
","['jasleen', 'vidhya', 'kittu', 'arjun', 'viru']","['jasleen', 'vidhya', 'kittu', 'arjun', 'viru']","['jasleen', 'vidhya', 'kittu', 'arjun', 'viru']",,,,,,,,,,,,,DAY,EXT
105,LUCKNOW STADIUM / CRICKET GROUND,"EXT. LUCKNOW STADIUM / CRICKET GROUND - DAY
105
RANJI TROPHY LEAGUE MATCH #4 UTTAR PRADESH Vs PUNJAB
(Script location : K.D Singh Babu Stadium, Lucknow
Real Location : Tau Devilal Stadium, Panchkula)
Wide shot of the stadium, Text on screen: PUNJAB Vs UTTAR 
PRADESH, LUCKNOW
",[],[],[],,,,,,,,,,,,,DAY,EXT
106,LUCKNOW STADIUM / PCB LOCKER ROOM,"INT. LUCKNOW STADIUM / PCB LOCKER ROOM - DAY
106
(Script location : K.D Singh Babu Stadium, Lucknow
Real Location : New Chandigarh Stadium)
Arjun putting his stuff in the locker, closing it and Viru is 
revealed.
Uncomfortable gestures of Viru, Arjun waits for him to talk
VIRU
Saalon mein aisa game nahin dekha 
kisi ka. Har shot perfect. Straight 
from the text book. Main practice 
karun, toh ik din aap jaisa khel 
loon shayad. Lekin... aapne Jasleen 
se mere liye baat karke jo badappan 
dikhaya na, wo kabhi nahi ho paana 
mujhse... Thank you! 
Arjun just nods his head, Viru walking, turn back and says,…
VIRU (CONT'D)
Arjun... (takes a beat) Sorry for 
what I did
ARJUN
Let’s play for the team
Arjun smiles and shakes his hand.
ARJUN (CONT'D)
128.
FOR AD TEAM
129.
","['jasleen', 'arjun', 'viru']","['jasleen', 'arjun', 'viru']","['jasleen', 'arjun', 'viru']",,,,,,,,,,,,,DAY,INT
107,LUCKNOW STADIUM / CRICKET GROUND,"EXT. LUCKNOW STADIUM / CRICKET GROUND - DAY
107
(Script location : K.D Singh Babu Stadium, Lucknow
Real Location : Tau Devilal Stadium, Panchkula)
- TIMELAPSE shots of 
- Arjun hitting a four 
- Viru hitting a four 
- Arjun hitting a six 
- Viru taking a single 
- Gloves punch 
- STADIUM STANDS: people in the stands clapping.
- PUNJAB TEAM DUGOUT : The Punjab team along with Bali sir, 
Mahesh and Ratti cheer for Arjun and Viru. 
- FREEZE FRAME: Paper cutting of Arjun and Viru picture on 
paper, Headlines: “Arjun-Virender’s 209-Run Partnership 
Guides Punjab to Victory”
","['arjun', 'viru', 'bali', 'ratti', 'mahesh']","['arjun', 'viru', 'bali', 'ratti', 'mahesh']","['arjun', 'viru', 'bali', 'ratti', 'mahesh']",,,,,,,,,,,,,DAY,EXT
108,COURT / LAWYERS CHAMBER,"INT. COURT / LAWYERS CHAMBER - DAY
108
Lawyer Gulati is sitting, having tea with other associates 
when his asst (Harnoor) comes in to him with a newspaper.
LAWYER ASST (HARNOOR)
Twaade wo client haege na Sirji 
Cricket wale... unki photo chhapi 
hai paper-ch..
",[],[],[],,,,,,,,,,,,,DAY,INT
109,PCA / PRACTICE NETS,"EXT. PCA / PRACTICE NETS - DAY
109
Punjab team is practicing in the nets, Arjun is batting as 
he’s hitting the bowlers with all his might. Mahesh is 
watching Arjun bat from behind the nets. 
MAHESH
Arjun, Payla apne fitness pe kaam 
karo. Chalo ground ke 5 chakkar 
lagao! Come on! run!
Arjun stops batting and turns to listen to Mahesh who is 
almost scolding him.
Listening to this, arjun is dejected. 
129.
FOR AD TEAM
130.
MAHESH (CONT'D)
Boundaries hi maarte ho bas? Strike 
bhi rotate karni hoti hai. Singles 
bhi important hote hain match ke 
liye. Go! Go!
Arjun looks down, takes off his gloves & starts walking out 
of the nets. 
","['arjun', 'mahesh']","['arjun', 'mahesh']","['arjun', 'mahesh']",,,,,,,,,,,,,DAY,EXT
110A,PCA / GROUND,"EXT. PCA / GROUND - DAY
110A
RANJI TROPHY LEAGUE MATCH #5 BARODA Vs PUNJAB (DAY 1)
TIME LAPSE
- FIELD: Rudra is running to bowl a delivery.
- Slow motion – the camera follows the ball leaving the 
fingers to suggest it is a slow motion.
- Slow Motion: We follow the ball and see it hit the Railways 
batsman Vipul’s bat.
- CUT TO: Side angle of the ball bouncing of the batsman’s 
bat and Rudra taking an easy catch (All of this can be shown 
in slow motion until Rudra takes the catch)
- Rudra throws the ball up in the air and shouts out as his 
team mates are coming to him.
- Balraj bowls to Udit Joshi and then we disappear the 
batsman to show the ball hitting the wicket in slow motion.
- An appeal in fading from slow motion to normal time and the 
umpire gives an out. Balraj’s reaction.
- It’s a spin bowler and Arjun comes front foot and as he is 
about to hit the ball we do a matrix style 90 degrees to see 
Arjun hitting the ball in profile.
- As the ball connects we do normal time to show the ball 
travel out of the ground.
- VIRU hits the ball and we do a 45 degree camera movement as 
the ball passes underneath the camera.
CUT TO: the ball reaches boundary.
","['arjun', 'viru']","['arjun', 'viru']","['arjun', 'viru']",,,,,,,,,,,,,DAY,EXT
110B,PCA / GROUND,"EXT. PCA / GROUND - DAY
110B
RANJI TROPHY LEAGUE MATCH #5 BARODA Vs PUNJAB (DAY 2)
130.
FOR AD TEAM
131.
- We see Ravinder fielding. From his POV we see the ball 
coming to him as two batsmen in the background are taking a 
run. The camera leaves Ravinder’s POV and sees him throw the 
ball. From where the camera follows the ball and goes above 
the wicket to see the batsman out of crease as the ball hits 
the wickets.
- Umpire gives out in normal time.
- The Punjab team is plucking out the wickets etc. 
Celebrating the win.
COMMENTATOR
That is a terrific win for Punjab. 
Great all-round performance in 
every department. 
",[],[],[],,,,,,,,,,,,,DAY,EXT
111,MOHALI STADIUM / PCB TEAM ROOM,"INT. MOHALI STADIUM / PCB TEAM ROOM - EVENING
111
(Script & Real location : Mohali Stadium)
The team is happy that they are in the next stage of Ranji 
trophy, every one shouting and popping soft drinks. Bali sir 
cheers. Ratti writes Punjab’s name on the board.
RATTI
(shouting)
Congratulations, team Punjab is 
going to the Semifinals!
RAUNAQ
Oh iss vaari te cup apna! 
The team cheers. 
MAHESH
Boys! Boys! Boys! hold on, hold on!
It’s too early for celebrations. 
GAGAN 
Panj mint vi mauj nahin deta ye 
khadoos! 
Smirk on everyone’s faces. Arjun walks out. 
END OF RISE OF PUNJAB MONTAGES
131.
FOR AD TEAM
132.
","['arjun', 'bali', 'ratti', 'mahesh']","['arjun', 'bali', 'ratti', 'mahesh']","['arjun', 'bali', 'ratti', 'mahesh']",,,,,,,,,,,,,EVENING,INT
112,PCA / LOBBY,"I/E. PCA / LOBBY - EVENING
112
Arjun walks down the steps and enters the corridor. There are 
many players in white jerseys roaming around and talking. At 
a distance there is Vidhya standing, in a saree.
She is looking directly ahead of her. From her POV we see the 
room they once made love in.
Arjun walks to her.
ARJUN
Change karke aata hun, kahin baahar 
chalte hain
VIDHYA
Okay
","['vidhya', 'arjun']","['vidhya', 'arjun']","['vidhya', 'arjun']",,,,,,,,,,,,,EVENING,I/E
113,CHANDIGARH ROAD,"EXT. CHANDIGARH ROAD - EVENING
113
Arjun and Vidhya are riding on the bike. Vidhya holds Arjun.
","['vidhya', 'arjun']","['vidhya', 'arjun']","['vidhya', 'arjun']",,,,,,,,,,,,,EVENING,EXT
114,PANJAB UNIVERSITY / CAFETERIA,"I/E. PANJAB UNIVERSITY / CAFETERIA - EVENING 
114
Arjun and Vidhya walk into the cafe. They both sit silently 
for a moment, and the waiter comes to take the order 
WAITER
Kya lenge Sir?
ARJUN
Do chai laana
Arjun looks around the place and
ARJUN (CONT'D)
Ye jagah yaad hai?
VIDHYA
(smiles)
Table bhi yaad hai
Both laugh remembering at an old memory, in the moment Vidhya 
brings her hand closer to Arjuns and holds,
VIDHYA (CONT'D)
Babu, I am very sorry. Mujhse 
ghalti ho gaya, pata nahi kya kya 
bol diya tumko. Very sorry. 
Arjun puts a hand on hers. 
132.
FOR AD TEAM
(MORE)
133.
ARJUN
Its okay. 
VIDHYA
Ab koi problems nahin honge hamari 
life mein. Sab theek ho jayega. 
Theek kya, bahut khush rahenge hum! 
Arjun gives a reassuring nod. 
VIDHYA (CONT'D)
Dad ghar aaye the. Bole... 50,000 
dena chahte hain. 
Arjun’s expression changes. 
VIDHYA (CONT'D)
Tum ja ke seedha lawyer ko de do, 
aur apni naukri wapis lelo. I cant 
do this anymore babu. Ek normal 
life jeete hain, phir se. Pata 
nahin, last time khush kab hue the 
hum 
Arjun takes his hand away. Vidhya looks surprised. 
ARJUN
Apne dad se paise le liye tumne?  
VIDHYA
Babu please gussa mat ho. Nahin 
liye maine. Dad bas bole ki wo dena 
chahte hain. Tumko nahin chahiye 
toh mana kar denge. Its okay. 
ARJUN
Ye paise ke baare mein nahin hai 
Vidhya. 
Arjun stand up. 
ARJUN (CONT'D)
Tumko bharosa nahi hai na mujhpe?
VIDHYA
Dont you dare say that Arjun! Dont 
you dare. 
Vidhya stands up too. 
VIDHYA (CONT'D)
Main apni family, apni life sab 
chhor ke tumhare saath rehne chali 
aayi. So dont you dare say that! 
(MORE)
133.
FOR AD TEAM
VIDHYA (CONT'D)
134.
Maine kabhi kuch maanga tumse? bas 
ek simple si life chahiye ab. Tum, 
main aur kittu bas. I just want you 
back, thats it. 
Arjun begins to walk away. 
VIDHYA (CONT'D)
I dont care about whats happening 
with your game... Kitni bhi koshish 
kar lo, ab kuchh nahin kar sakte 
tum. You had your chance and it’s 
over now. 
Arjun comes back to Vidhya
ARJUN
Jab poori duniya bolti thi ki kuchh 
nahin kar paana, iska kuch nahin 
hona, toh sun ke bura lagta tha 
Vidhya, Lekin aaj wohi baat tumse 
sun ke darr lag raha hai ki shayad 
sahi mein kuchh nahin kar paana 
maine.
Arjun turns around to leave & turns back. 
ARJUN (CONT'D)
Aaj pehli baar, tumpe gussa aa raha 
hai
","['vidhya', 'kittu', 'arjun']","['vidhya', 'kittu', 'arjun']","['vidhya', 'kittu', 'arjun']",,,,,,,,,,,,,EVENING,I/E
115,PCA / GROUND,"EXT. PCA / GROUND - DAY
115
RANJI TROPHY SEMI-FINAL: MUMBAI Vs PUNJAB
Text on Screen: RANJI TROPHY SEMI-FINAL, MUMBAI Vs PUNJAB, 
CHANDIGARH.
- STADIUM ROOF TOP: A pigeon is sitting on the roof. The 
cricket ball lands on the roof with a big hollow sound and 
the pigeon flies off.
COMMENTATOR
That’s hit hard! The ball is going, 
going gone! Ground ke seedha 
baahar! 
The car windshield breaks. 
COMMENTATOR (CONT'D)
Another 6 by Arjun! What an innings 
this is turning out to be!
VIDHYA (CONT'D)
134.
FOR AD TEAM
135.
-STADIUM STANDS: Huge roar in the stadium, crowd enjoying the 
match cheering loud, A few people in the audience amongst 
many are saluting the batsmen bowing down to him with both 
hands.
- FIELD: We show Arjun, suggesting it was he who hit the six.
- SCOREBOARD: Mumbai: 268 & 352 all out, Punjab: 210 & 403/7, 
Arjun: 299*, Balraj 11*, Punjab needs 8 runs to win.
- FIELD: Mumbai bowler Shekar Rastogi is bowling and Arjun 
hits a pull shot towards the deep and Arjun takes a single 
and takes his helmet off at the end of it.
COMMENTATOR (CONT'D)
Ball phir ek baar boundary ki ore! 
Fielder has stopped it. Punjab very 
close to winning the semi finals! 
- PUNJAB DRESSING ROOM: Ravinder, Viru, Raunaq, Rudra, Nihar 
(with pads on) are all clapping.
- FIELD: Arjun has both his hands up in the air.
- Bali is clapping too.
- Arjun while talking to Balraj just touches his chest and 
then wears his helmet to go bat again.
- All the Punjab players are waiting at the ropes and the 
camera lifts from behind them.
COMMENTATOR (CONT'D)
Another triple century for Arjun in 
the tournament. 
Balraj walks upto Arjun. 
BALRAJ
Hey! Congrats man! 
Arjun sits down in pain. 
BALRAJ (CONT'D)
Arjun?
COMMENTATOR
Arjun shayad injure ho gaye hain? 
- He hits a leg glance and as starts walking to make the run. 
As he takes it, the camera follows him and we can see that in 
the background all Punjab players are rushing towards him.
135.
FOR AD TEAM
136.
- After a moment Arjun holds his chest again and says he 
wants to get down.
COMMENTATOR (CONT'D)
Lagta hai physio ko bulana hoga / i 
think they should call for physio. 
The player standing with Arjun calls for the physio. 
COMMENTATOR (CONT'D)
Physio ko bulaya gaya hai. Kya 
arjun ki haalat behtar hai? 
Arjun stands up looking like he’s in a lot of pain. 
COMMENTATOR (CONT'D)
Nahin, actually iss waqt unki 
haalat kaafi kharaab lag rahi hai. 
This must be dehydration. Ye 
weather conditions players ke liye 
kaafi tough saabit ho sakti hain. 
Arjun refuses to get aid. 
COMMENTATOR (CONT'D)
Arjun has refused to get aid. Well, 
he seems to be doing okay now. 
Arjun raises his bat. 
COMMENTATOR (CONT'D)
Aur triple century poori karne ke 
liye, Arjun ne bat utha liya hai. 
COMMENTATOR (CONT'D)
Well, what a man! What an innings! 
As the team is celebrating he walks straight to Bali Sir. We 
can clearly see that something is bothering Arjun. Players 
say - well played arjun! 
BALI
(hugging Arjun)
Oye champion! Vadhiya khela tu! 
He tells Bali,
ARJUN
Thodi tabiyat sahi nahin lag rahi 
Sir, Hospital chalein kya? 
Bali’s face turns tense. 
136.
FOR AD TEAM
137.
","['vidhya', 'arjun', 'viru', 'bali']","['vidhya', 'arjun', 'viru', 'bali']","['vidhya', 'arjun', 'viru', 'bali']",,,,,,,,,,,,,DAY,EXT
116,CLINIC,"INT. CLINIC - NIGHT
116
Small cramped one room clinic, with a bed on side, Arjun is 
resting with a IV, Doctor is writing a prescription, Bali 
sitting in-front of Doctor,
DOCTOR
Fikar ki koi baat nahi hai, zyada 
strain ki wajeh se ho sakta hai 
Vidya comes to the hospital, waits near the door, looks at 
Arjun,
DOCTOR (CONT'D)
TMT aur 2-D echo tests kar lete 
hain, ek baar
Vidhya looks upset. 
BALI
Doctor saab, actually je agle hafte 
mumbai mein ranji finals hon wale 
hain. Khel sakta hai na? 
DOCTOR
Pehle ye tests karwa leejiye. 
Vidhya comes with a serious face
VIDHYA
Aap ye pooch bhi kaise sakte hain 
Sir? 
Bali gets up. 
BALI 
Arey fikar di koi baat hi nahin hai 
puttarji. Doctor ne bola na abhi. 
Agle hafte match pe selectors aa 
rahe hain. Ye match bada crucial 
hai Arjun ke liye. Nahin teh ab tak 
ki mehnat pe paani phir jaana hai
VIDHYA
Hospital bed pe leta hua hai wo, 
Usey khud nahin pata uski condition 
kya hai, aur next week ke match ke 
baare mein baat kar rahe ho aap, 
iss haal mein? 
ARJUN
Vidhya please
137.
FOR AD TEAM
138.
VIDHYA
Babu, let me talk 
Arjun remains silent. 
VIDHYA (CONT'D)
Doctor ne tests bole na Sir, wo 
karwaane ke liye bhi month end tak 
wait karna padega salary ka. 
Bali looks guilty. 
VIDHYA (CONT'D)
Mujhe aur kittu ko ghar pe chhor 
ke, ye sab kya kar raha hai wo? 
What is he doing? Aur aap uske iss 
impractical dream ko support kar 
rahe ho?
Vidhya walks upto Arjun. 
VIDHYA (CONT'D)
Look Arjun, I think its time for 
you to decide. Tumko apni life 
mein, main aur kittu chahiye ya ye 
cricket chahiye? 
Arjun looks upset. 
VIDHYA (CONT'D)
And if you choose cricket... toh 
hum tumhare life mein nahin 
rahenge. You decide.  
Vidhya walks away. 
","['vidhya', 'kittu', 'arjun', 'bali']","['vidhya', 'kittu', 'arjun', 'bali']","['vidhya', 'kittu', 'arjun', 'bali']",,,,,,,,,,,,,NIGHT,INT
